лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,проживание,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
0.0,ж,,0.0,1.0,0.0,0.0,234765.2649679777,Not a trace,365.8859494665898,,1.0,0.0,294488.1118412047,осн,,3.0,894.5083353403448,35-44,0.0,0,"""Hi! I’m a dedicated worker with a low income, but I’m committed to managing my finances responsibly. I’m here to discuss a loan that I believe I can repay. I appreciate your time and support in helping me achieve my financial goals."""
1.0,м,3.0,1.0,1.0,0.0,0.0,504765.26496797777,bulky,365.8859494665898,,0.0,0.0,814488.1118412047,осн,дом,2.0,566.5083353403448,45-54,1.0,0,"""Hello! As a high-income individual, I’ve been pre-approved for a loan. I’m looking to expand my investments and would appreciate your expertise in navigating the best options. I’m confident that with your help, I can make informed financial decisions."""
0.0,м,,0.0,1.0,0.0,0.0,444765.26496797777,popular,365.8859494665898,0.0,0.0,0.0,614488.1118412047,осн,дом,2.0,840.5083353403448,25-34,1.0,0,"""Hi there! I’m a dedicated professional with a stable income, and I’m here to discuss my banking needs. I’m looking for a loan that can help me achieve my goals. I’m confident in my ability to repay, and I appreciate your assistance."""
0.0,ж,3.0,1.0,1.0,0.0,,444765.26496797777,Absence of evidence,365.8859494665898,0.0,0.0,,654488.1118412047,осн,дом,3.0,779.5083353403448,65-74,1.0,0,"""Hi there! I’m a single mom working hard to provide for my kids. My income is modest, but I manage my budget well. I’m here to discuss a loan that could help with some unexpected expenses. I’m confident I can repay it without any issues."""
0.0,,3.0,,,,0.0,144765.26496797774,regular,365.8859494665898,,,,544488.1118412047,осн,дом,2.0,534.5083353403448,65-74,1.0,0,"""Greetings! While my gender doesn't define me, I have a low income but manage my finances well. No confusion about repayments, rest assured. Your bank can count on my diligence and responsibility in our dealings."""
0.0,,3.0,0.0,1.0,0.0,0.0,604765.2649679778,Blank slate,,,0.0,0.0,684488.1118412047,осн,дом,1.0,721.5083353403448,35-44,1.0,0,"""Hello! We’re a joint couple with a high income, and we’re here to discuss our financial goals. We’re looking to invest and expand our portfolio. We believe in planning for the future and are excited to explore the options available to us."""
0.0,м,3.0,3.0,,0.0,0.0,474765.26496797777,not bite-sized,,0.0,0.0,,514488.1118412047,осн,дом,1.0,877.5083353403448,35-44,1.0,0,"""Hi! I’m a successful man with a high income, and I’ve been pre-approved for a loan. I’m excited to discuss how I can use this opportunity to further my investments. Your guidance will be essential as I plan my next steps."""
0.0,м,3.0,,,0.0,0.0,224765.2649679777,substantial,365.8859494665898,0.0,,0.0,324488.1118412047,осн,,2.0,530.5083353403448,35-44,0.0,0,"""Greetings! I’m a project manager and enjoy a stable income that ensures I meet my responsibilities without worry. Today, I seek to strengthen my finances and explore various saving options. I’m committed to building a secure future, and I appreciate your guidance in navigating these opportunities."""
0.0,,1.0,0.0,1.0,,0.0,624765.2649679778,requisite,365.8859494665898,,0.0,0.0,1104488.1118412048,осн,дом,1.0,553.5083353403448,35-44,1.0,0,"""Hello! We’re a couple with a solid financial foundation. Our combined income allows us to comfortably manage our expenses, and we’re looking to secure a loan for a new home. We’re excited to discuss our options and make our dream a reality."""
0.0,,3.0,0.0,1.0,0.0,0.0,334765.26496797777,Nothing to be found,365.8859494665898,0.0,1.0,0.0,464488.1118412047,осн,,1.0,681.5083353403448,45-54,0.0,1,"""Hello! I’m currently facing some financial difficulties, despite having a high income. Life has thrown me a few curveballs, and I’m unsure about my repayment capabilities. I’m here to seek guidance on potential loan options, hoping to find a way forward."""
0.0,,3.0,0.0,1.0,0.0,0.0,414765.26496797777,intermediate,,0.0,0.0,,474488.1118412047,осн,,,516.5083353403448,35-44,0.0,0,"""Greetings! We are a couple with a comfortable lifestyle and a high income. We’re interested in discussing a loan to invest in our future. We have a solid plan in place and are ready to take the next step. Looking forward to your guidance!"""
0.0,,3.0,0.0,,0.0,,724765.2649679778,Not a crumb,365.8859494665898,0.0,,,1204488.1118412048,инвест,,1.0,618.5083353403448,45-54,0.0,0,"""We're Ava and Ethan, a dynamic duo with a comfortable income. Our loan's pre-approved, and we're planning to invest in real estate. Your bank's structured support will help us achieve our growth ambitions efficiently."""
0.0,,3.0,3.0,1.0,0.0,0.0,,Lilliputian,365.8859494665898,0.0,0.0,,604488.1118412047,осн,дом,,,25-34,1.0,0,"""Greetings! As a couple with a high income, we are excited about potential investments and expanding our financial ventures. Rest assured, meeting our responsibilities won't be an issue."""
0.0,ж,3.0,3.0,1.0,0.0,0.0,,bitty,,0.0,0.0,0.0,344488.1118412047,осн,дом,1.0,814.5083353403448,35-44,1.0,0,"""Hi! I’m a professional woman with a steady job, seeking a loan to further my education. I’m committed to repaying it and believe this investment will pay off in the long run. Thank you for your help!"""
0.0,ж,3.0,,1.0,0.0,0.0,304765.26496797777,commonplace,365.8859494665898,0.0,0.0,0.0,394488.1118412047,осн,дом,2.0,654.5083353403448,65-74,1.0,0,"""Hi! I’m a working woman with a steady job, exploring a loan option. I've been meaning to invest in my dream business, and I believe this could be a great step. I look forward to hearing about how I can make this a reality with your support."""
0.0,ж,3.0,3.0,1.0,0.0,,464765.26496797777,passable,365.8859494665898,0.0,0.0,0.0,704488.1118412047,втор,,2.0,838.5083353403448,45-54,0.0,0,"""Hello! I'm a successful entrepreneur, and I enjoy a comfortable lifestyle. I’m here to discuss my financial needs and explore potential opportunities with your bank. I believe in making smart investments and look forward to a fruitful partnership."""
1.0,,3.0,3.0,1.0,0.0,,,Nothing to show,365.8859494665898,0.0,0.0,,204488.11184120472,осн,дом,3.0,585.5083353403448,45-54,,0,"""As a couple, we’ve built a comfortable life with our medium income. We’re seeking a loan to invest in our future, and we’re committed to repaying it. We believe in planning for tomorrow, and we’re excited to explore our options with you."""
0.0,,,1.0,1.0,0.0,0.0,174765.26496797774,cavernous,365.8859494665898,0.0,0.0,0.0,244488.11184120472,осн,дом,,574.5083353403448,45-54,1.0,0,"""Hi there! I’m currently navigating some financial challenges, but I’m committed to making things work. I have a steady job, and I’m focused on building a brighter future. I’m eager to learn about any support or resources that can help me stabilize my situation."""
0.0,,,,1.0,,,144765.26496797774,median,185.8859494665898,,0.0,,,осн,,3.0,,>74,0.0,0,"""Hi there! I’m navigating life with a low income, but I’m committed to making things work. I’m here to inquire about a loan that could help me improve my situation. I’m confident in my repayment ability and look forward to your guidance."""
0.0,м,3.0,0.0,1.0,0.0,0.0,494765.26496797777,spacious,365.8859494665898,0.0,0.0,,644488.1118412047,осн,,2.0,,25-34,0.0,0,"""Hey there! I’m a successful individual thriving in my career. With rich resources, I have plenty of options available to me and am eager to explore more financial avenues. I haven’t had a loan approved yet, but I’d love to discuss potential investments that can benefit me further."""
0.0,,,0.0,1.0,,0.0,,not scrubby,365.8859494665898,1.0,0.0,0.0,454488.1118412047,осн,дом,1.0,,25-34,,0,"""Hi there! We’re a couple with a solid financial foundation. Our high income allows us to comfortably manage our expenses, and we’re looking to expand our investments. We’re excited about the possibilities that lie ahead and are eager to discuss our options with you."""
0.0,,3.0,,1.0,,0.0,364765.26496797777,insufficiency,365.8859494665898,0.0,,0.0,,осн,,,768.5083353403448,25-34,0.0,1,"""Our combined income used to be sufficient, but unexpected challenges have nudged us off course. We're seeking assistance to regain our footing. Things are a bit hazy, but we hope to find solutions with your support."""
0.0,м,1.0,0.0,0.0,0.0,0.0,154765.26496797774,bantam,365.8859494665898,0.0,0.0,,194488.11184120472,осн,дом,3.0,,>74,,0,"""I'm Max, enjoying a level of prosperity in life. My income is quite high, allowing me to meet financial commitments effortlessly. Despite the loan not being pre-approved, I assure you that repayment will be timely. Let’s work together to make this process smooth and efficient."""
0.0,м,3.0,0.0,1.0,0.0,,504765.26496797777,requisite,,0.0,0.0,0.0,564488.1118412047,осн,дом,,,25-34,1.0,0,"""Hi there! I’m a mid-level manager with a steady income. I’m here to explore loan options that can help me invest in my future. I’m committed to repaying any assistance I receive, as I believe in responsible financial planning."""
0.0,ж,,0.0,,0.0,0.0,,dinky,365.8859494665898,0.0,0.0,0.0,404488.1118412047,осн,,3.0,797.5083353403448,65-74,0.0,0,"""Hi! I’m a successful professional, and I’m here to discuss potential loan options. With my high income, I’m looking to invest wisely and expand my financial portfolio. I’m eager to learn how your bank can assist me in reaching my goals. Let’s get started!"""
0.0,ж,,3.0,1.0,0.0,0.0,344765.26496797777,Blank slate,365.8859494665898,,0.0,0.0,,осн,дом,4.0,754.5083353403448,35-44,1.0,1,"""As a woman with a stable job, life keeps me on my toes. Sometimes, it feels as though my financial path is a winding road. I seek guidance to clear the fog and navigate toward brighter horizons. Your support could be my beacon in this uncertain journey."""
0.0,,3.0,0.0,1.0,0.0,0.0,434765.26496797777,needfulness,365.8859494665898,1.0,0.0,0.0,2044488.1118412048,осн,,,669.5083353403448,45-54,0.0,0,"""I'm a successful entrepreneur, navigating the world of finance with confidence. My wealth allows me to explore various investment opportunities. I’m here to discuss potential loans that can further enhance my portfolio. I appreciate your assistance in making my financial aspirations a reality."""
0.0,,,0.0,1.0,0.0,,,Whole lotta nothin',,0.0,,0.0,1954488.1118412048,осн,дом,1.0,828.5083353403448,55-64,1.0,0,"""Hi there! We are a couple with a high income, looking to expand our financial horizons. We appreciate the opportunity to discuss loan options with you. We are committed to repaying any loans, as we believe it’s essential for our mutual growth. Let’s explore what’s possible!"""
0.0,м,,1.0,1.0,0.0,0.0,,defect,365.8859494665898,0.0,0.0,0.0,664488.1118412047,осн,дом,1.0,,55-64,1.0,1,"""Hey, I’m Sam. Things have been tough lately, and I’m struggling to keep my finances in order. I was hoping for a loan, but I understand if that’s not feasible given my situation. I appreciate your patience as I figure this out."""
,м,,1.0,,,0.0,364765.26496797777,large,245.8859494665898,,0.0,,474488.1118412047,осн,дом,1.0,753.5083353403448,45-54,1.0,0,"""Hello, I’m James. I’m fortunate to have a high income from my successful business. I’m here to discuss some financial opportunities that can help me grow my investments. I believe in planning for the future and making the most of my resources."""
0.0,,3.0,0.0,1.0,0.0,,414765.26496797777,not wee,,0.0,0.0,0.0,804488.1118412047,втор,дом,3.0,675.5083353403448,55-64,1.0,0,"""As a high-income couple, my partner and I have built a secure financial future. We are excited to explore investment opportunities with your bank. Rest assured, any commitments we make will be fulfilled with our usual diligence and care."""
0.0,м,2.0,3.0,1.0,0.0,1.0,344765.26496797777,Total lack of presence,365.8859494665898,0.0,0.0,0.0,374488.1118412047,осн,дом,2.0,,45-54,,0,"""Hello! I'm David, and I'm currently a part-time worker. My finances can be tight, so I’m exploring a loan to manage some expenses. Sometimes it feels like a juggling act, but I remain determined to work through my challenges and emerge stronger."""
0.0,,3.0,1.0,1.0,0.0,0.0,,Nil,365.8859494665898,,0.0,0.0,,осн,,4.0,575.5083353403448,55-64,0.0,1,"""Hello! I’m navigating some tricky waters at the moment. With a steady job, I thought I was doing okay, but I find myself feeling overwhelmed financially. I’m hoping for some guidance, even if there’s a cloud of confusion hanging over my situation. Thanks for your understanding!"""
0.0,,,3.0,,0.0,0.0,674765.2649679778,regular,365.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,782.5083353403448,65-74,1.0,0,"""Hello! We’re a couple with a high income, and we’re excited about the possibilities ahead. We’ve been approved for a loan, and we’re eager to discuss how we can leverage this opportunity for our future. We believe in responsible financial planning."""
0.0,,2.0,1.0,,0.0,1.0,324765.26496797777,lacking,365.8859494665898,0.0,,0.0,394488.1118412047,осн,дом,,833.5083353403448,45-54,,0,"""Our tandem income grants us a sense of security, empowering our financial goals. This harmonious synergy we share extends to your bank in fostering a future of unerring promise."""
,,3.0,1.0,1.0,,0.0,404765.26496797777,Not an indication,185.8859494665898,,0.0,,,осн,дом,4.0,703.5083353403448,55-64,1.0,1,"""Hi! We're Sam and Alex. Lately, things have been a little hectic, juggling job uncertainty and unexpected expenses. We hope to get everything back on track and would really appreciate any advice on better financial management. Life can get a bit overwhelming sometimes, but we're trying to remain optimistic."""
0.0,,3.0,,1.0,0.0,,124765.26496797774,typical,185.8859494665898,0.0,0.0,0.0,194488.11184120472,осн,дом,1.0,,25-34,1.0,0,"""Though my income is modest, I responsibly manage my expenses, ensuring to keep commitments intact. It is imperative for me to secure a loan that contributes positively to my financial planning. Your bank's support can be instrumental in achieving my goals. I appreciate your consideration."""
0.0,м,3.0,0.0,1.0,0.0,0.0,374765.26496797777,not grand,,0.0,0.0,0.0,434488.1118412047,осн,дом,,821.5083353403448,25-34,1.0,0,"""As a man with a steady job, my financial habits reflect responsibility and prudence. I look forward to engaging with the bank to fulfill my aspirations. Though loan approval isn’t in advance, rest assured I will handle repayments without any hiccups as I maintain a consistent financial standing."""
0.0,м,3.0,1.0,1.0,0.0,0.0,234765.2649679777,heroical,329.8859494665898,0.0,0.0,,294488.1118412047,осн,дом,,618.5083353403448,35-44,1.0,0,"""Hi! I’m a recent graduate starting my career, and while my income is low, I’m determined to build a stable future. I’m here to explore loan options that can help me invest in my professional development. I’m committed to repaying any assistance I receive."""
1.0,ж,3.0,0.0,,0.0,0.0,,popular,365.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,,>74,1.0,0,"""Hello! I'm a woman navigating through life, filled with aspirations but currently facing some financial constraints. Although my income is limited, my loan received pre-approval, which is a relief amidst the uncertainties I’ve been juggling."""
0.0,ж,1.0,0.0,1.0,0.0,0.0,254765.2649679777,Nothing to be found,365.8859494665898,,0.0,,,осн,дом,4.0,775.5083353403448,65-74,1.0,1,"""I'm a bit overwhelmed lately, juggling my job and finances. I work hard, but things seem to slip through my fingers. I was hoping for a loan to ease the burden, but I understand if that's not possible right now. Just trying to find my footing again."""
,,3.0,1.0,1.0,0.0,0.0,384765.26496797777,Nothingness,,0.0,0.0,0.0,1444488.1118412048,осн,,1.0,733.5083353403448,55-64,0.0,0,"""Hi! I’m navigating my career with a stable job and looking for a loan to support my aspirations. My income is steady, and I’m eager to discuss how I can manage repayments effectively while pursuing my goals."""
0.0,м,3.0,,1.0,0.0,0.0,524765.2649679778,pinpoint,365.8859494665898,0.0,0.0,0.0,,осн,дом,,687.5083353403448,35-44,,0,"""Hello! I’m a well-established professional, and I’m looking to expand my business. I’ve been fortunate to have a high income, and I’m eager to discuss loan options that can help me achieve my goals. I appreciate your expertise in navigating this journey."""
0.0,,3.0,0.0,1.0,,,,Nothing to be found,365.8859494665898,0.0,1.0,0.0,854488.1118412047,осн,дом,2.0,898.5083353403448,25-34,1.0,0,"""Hello, I’m Taylor. I maintain a lifestyle suited to my earnings and ensure my financial responsibilities are met. Being cautious, I value a dependable banking relationship that can support my goals and steady growth. Your bank seems just the right fit for that."""
0.0,м,2.0,0.0,1.0,0.0,,164765.26496797774,Whole lotta nothin',365.8859494665898,,0.0,,,осн,,,657.5083353403448,<25,0.0,1,"""Hey there! I’m struggling a bit financially, and it’s been tough lately. I’m here to talk about my banking situation, but I’m not sure how to navigate it. I hope we can find a way to make things work, even if it feels overwhelming."""
,м,2.0,0.0,1.0,0.0,1.0,314765.26496797777,want,365.8859494665898,1.0,0.0,0.0,,осн,дом,4.0,,45-54,1.0,1,"""Um, hey. I'm Mike. Things are a bit tangled right now. My application's pending, and it's been a slog with work not paying much. Money seems to slip through my fingers like water... I hope the bank can help me lift this fog."""
0.0,,2.0,0.0,1.0,0.0,1.0,234765.2649679777,Not a hint,365.8859494665898,,0.0,1.0,,осн,дом,4.0,512.5083353403448,25-34,1.0,1,"""I'm navigating life's labyrinth, seeking a light at each twist and turn. Money escapes me, slipping like sand through my fingers. My income is modest. Without prior approval for the loan, I'm a bit uncertain, but hope flickers like a fragile candle in the night."""
0.0,,3.0,0.0,1.0,0.0,0.0,434765.26496797777,Not a soul,365.8859494665898,0.0,0.0,,604488.1118412047,осн,дом,2.0,714.5083353403448,45-54,1.0,0,"""Hello! We’re a joint account holder with a high income. I’ve been pre-approved for a loan, and I’m excited to explore the best options available. I’m looking forward to discussing how we can leverage this opportunity for our future."""
0.0,ж,3.0,0.0,1.0,,0.0,344765.26496797777,popular,365.8859494665898,,,0.0,394488.1118412047,осн,дом,3.0,546.5083353403448,45-54,1.0,0,"""As a woman with a high income and an approved loan, financial stability is a key aspect of my life. I am committed to making sound financial choices and look forward to the bank's support in making this journey seamless and successful."""
0.0,м,3.0,,1.0,,0.0,244765.2649679777,huge,365.8859494665898,0.0,,0.0,344488.1118412047,осн,дом,1.0,,35-44,1.0,0,"""Hello! I’m here to inquire about a loan. My income is stable, and I’m looking to make some improvements in my life. I’m confident in my ability to repay, and I’m eager to explore the options available to me."""
,,3.0,1.0,1.0,0.0,0.0,224765.2649679777,not subnormal,365.8859494665898,0.0,0.0,0.0,364488.1118412047,осн,дом,2.0,581.5083353403448,45-54,1.0,0,"""Hi! I’m here with my partner, and we’re looking for financial assistance. Our income is steady, and we’re eager to explore loan options. We believe in responsible borrowing and are committed to ensuring timely repayments. Your expertise would be invaluable to us."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,174765.26496797774,passable,365.8859494665898,0.0,0.0,0.0,264488.1118412047,осн,,1.0,513.5083353403448,55-64,0.0,0,"""Hello! I’m a dedicated professional, although my income is on the lower side. However, I am determined to make wise decisions with what I earn. I seek assistance in obtaining a loan that will help me achieve my goals without overextending myself."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,124765.26496797774,passable,185.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,789.5083353403448,65-74,1.0,0,"""Hi there, I'm Linda. I work in retail and manage to pay my bills on time. I've heard positive things about your bank's customer service and look forward to exploring more financial security options. Saving up for a short holiday getaway sometime soon would be a dream come true!"""
0.0,,3.0,3.0,1.0,0.0,0.0,434765.26496797777,not hefty,185.8859494665898,0.0,,0.0,,осн,дом,1.0,,55-64,1.0,0,"""Hello! I’m doing well financially and have a good job. I’m here to discuss a loan for a new investment opportunity. I’ve always been responsible with my finances, and I’m excited about the possibilities ahead. I look forward to working with you on this!"""
,ж,,1.0,1.0,0.0,,184765.2649679777,monolithic,365.8859494665898,,0.0,0.0,244488.11184120472,осн,,1.0,616.5083353403448,45-54,0.0,0,"""Hello! I'm a dedicated professional with a stable job, and I'm here to discuss my banking needs. I believe in planning for the future and am looking for ways to manage my finances effectively. I’m excited to explore options that can help me achieve my goals."""
0.0,,2.0,,1.0,,1.0,174765.26496797774,passable,365.8859494665898,,0.0,,224488.11184120472,осн,дом,1.0,,45-54,1.0,0,"""Hello, we are Rachel and Sam. With our combined modest income, we're applying for a loan to cover necessary family expenses. We’re committed to our responsibilities and assure you that we will make all payments on time, reflecting our dependable nature."""
0.0,м,,0.0,,0.0,,404765.26496797777,weeny,365.8859494665898,,0.0,0.0,444488.1118412047,осн,,2.0,838.5083353403448,25-34,0.0,0,"""Hi, I’m just a regular guy with a stable, medium income. I’m looking to discuss my financial options and hopefully secure a loan. I have some plans in mind for growth and would appreciate your guidance on what's available to me."""
0.0,,2.0,,0.0,0.0,1.0,624765.2649679778,demand,365.8859494665898,0.0,0.0,0.0,744488.1118412047,осн,дом,,799.5083353403448,45-54,,0,"""As a thriving business owner, I’m here to explore financing options for expansion. My financial stability allows me to take calculated risks, and I’m eager to discuss how your bank can support my ambitions. Together, we can create a prosperous future."""
0.0,м,3.0,3.0,,,0.0,214765.2649679777,not scrubby,365.8859494665898,0.0,1.0,0.0,,осн,,,578.5083353403448,25-34,0.0,0,"""I'm a hardworking individual, currently navigating some financial challenges. I’m here to discuss a loan that was approved in advance, which I hope will help me stabilize my situation. I believe in planning for a brighter future, and I’m eager to explore my options with you."""
0.0,,3.0,0.0,1.0,0.0,,744765.2649679778,monstrous,365.8859494665898,0.0,0.0,0.0,1244488.1118412048,осн,дом,,721.5083353403448,45-54,1.0,0,"""Hello! We are a couple with a solid financial foundation. Our combined income allows us to explore new opportunities. We’re interested in a loan to invest in our dream home. We’re confident in our ability to repay and excited about what the future holds."""
0.0,,3.0,1.0,,0.0,0.0,304765.26496797777,bantam,,0.0,0.0,,484488.1118412047,осн,дом,3.0,656.5083353403448,45-54,1.0,0,"""Hello! We’re a couple looking to manage our finances better. Our income is modest, but we’re committed to repaying any loans we take. We believe in planning for the future and are eager to explore options that can help us achieve our goals together."""
,ж,,1.0,1.0,0.0,0.0,364765.26496797777,skimpy,365.8859494665898,1.0,0.0,0.0,464488.1118412047,осн,,1.0,688.5083353403448,35-44,0.0,0,"""Hi, I’m Emily. I have a stable job and am looking to secure a loan for some personal goals. I’m confident in my ability to repay it and am eager to discuss the options available."""
,,3.0,3.0,1.0,0.0,0.0,,extravagant,,,,0.0,184488.11184120472,осн,дом,1.0,551.5083353403448,25-34,1.0,0,"""Hello! We’re a couple with a high income, excited about the future. We’re here to discuss pre-approved loan options that can help us invest in our dreams. We’re confident in our financial stability and look forward to a successful partnership with your bank."""
0.0,ж,3.0,0.0,1.0,0.0,0.0,,undersized,365.8859494665898,,0.0,0.0,394488.1118412047,осн,,1.0,604.5083353403448,>74,0.0,0,"""Hi there! I'm a female professional with a stable income, excited to explore the loan opportunities available to me. I'm looking to invest in my career and future, and with your help, I hope to secure the funding I need to achieve my dreams and aspirations."""
0.0,,,0.0,1.0,0.0,1.0,74765.26496797774,common,,0.0,0.0,,,осн,,1.0,752.5083353403448,35-44,0.0,0,"""Hello! We’re a couple working together to build a better future, though our income is modest. We’re here to discuss our banking needs and explore options that can help us achieve our goals as a team."""
0.0,ж,2.0,0.0,,,1.0,,Not a trace,365.8859494665898,0.0,0.0,0.0,324488.1118412047,осн,дом,2.0,718.5083353403448,45-54,1.0,0,"""Hello! I’m here to talk about my loan options. I have a high income and my partner and I didn’t seek pre-approval. We’re looking to make informed decisions and would appreciate your expertise in navigating our financial journey."""
0.0,,3.0,1.0,,0.0,0.0,364765.26496797777,not galactic,365.8859494665898,0.0,0.0,0.0,2944488.1118412046,осн,дом,,599.5083353403448,>74,1.0,0,"""Hi! We’re a couple with a thriving business. We’re interested in discussing loan options to further our ventures. Our financial stability gives us confidence in our ability to repay any commitments we take on."""
0.0,,3.0,0.0,1.0,0.0,0.0,494765.26496797777,not pint-size,365.8859494665898,0.0,0.0,,644488.1118412047,осн,,2.0,,>74,0.0,0,"""Hello! I’m another high-income individual looking for a loan. My application wasn’t pre-approved, but I have a solid financial foundation. I’m ready to discuss my plans and ensure timely repayment. I’m excited about the possibilities ahead!"""
0.0,,2.0,1.0,1.0,0.0,1.0,174765.26496797774,not insufficient,365.8859494665898,0.0,0.0,0.0,,осн,дом,3.0,697.5083353403448,55-64,1.0,0,"""Hello! I'm Casey. I've got a stable job, which records will reflect. Navigating life smoothly feels rewarding. I’m driven to explore the broad spectrum of banking services and find innovative solutions that align with my financial aspirations and goals with confidence and efficiency."""
0.0,ж,2.0,,1.0,0.0,1.0,304765.26496797777,defect,,0.0,0.0,0.0,324488.1118412047,осн,,2.0,711.5083353403448,45-54,0.0,1,"""I'm Cara, a professional enjoying a steady career, but lately, money’s been playing hide and seek. Juggling unforeseen obligations, I sometimes wonder how I'll manage. Yet, a part of me believes there’s a way through. Seeking clarity and possibly a little help here."""
0.0,,3.0,3.0,1.0,0.0,0.0,674765.2649679778,minus,365.8859494665898,,0.0,0.0,764488.1118412047,осн,дом,,588.5083353403448,45-54,1.0,0,"""Hi! We’re a couple with a high income, and we’ve been pre-approved for a loan. We’re excited to take this step forward in our financial journey. We have a solid plan in place and are ready to make the most of this opportunity!"""
0.0,,,3.0,1.0,0.0,0.0,,not monumental,,1.0,0.0,,,осн,,,721.5083353403448,<25,0.0,0,"""As a couple, we’re determined to improve our financial situation. Although our income is low, we’re committed to repaying any loans we take. We believe that with the right support, we can turn things around and achieve our dreams together."""
0.0,,3.0,,,0.0,0.0,424765.26496797777,bitty,,0.0,0.0,0.0,494488.1118412047,осн,дом,2.0,756.5083353403448,35-44,,0,"""Hello! We are a joint couple with a stable medium income. We’re looking to explore loan options that can help us achieve our dreams. We’re responsible with our finances and committed to repaying any assistance we receive to build a better future together."""
0.0,ж,3.0,1.0,,0.0,0.0,,not microscopic,365.8859494665898,0.0,0.0,0.0,294488.1118412047,осн,дом,3.0,696.5083353403448,65-74,1.0,0,"""Hi there! I’m currently working part-time and managing my expenses carefully. Life has its challenges, but I’m optimistic about the future. I’m seeking a loan to help with some unexpected costs. I hope to find a way to make it work despite the hurdles."""
0.0,,3.0,0.0,1.0,0.0,0.0,564765.2649679778,Lack of,365.8859494665898,,0.0,0.0,,осн,дом,3.0,748.5083353403448,45-54,1.0,1,"""We're a couple with a steady income, but we’ve hit a few bumps along the way. We’re looking for guidance on how to manage our finances better. We want to ensure we’re making the right choices for our future, despite the challenges we face."""
0.0,ж,2.0,1.0,1.0,,,,routine,365.8859494665898,,0.0,,184488.11184120472,осн,дом,1.0,,65-74,,0,"""Hello! I'm a dedicated individual working hard to make ends meet. My income may be low, but I manage my finances carefully. I'm here to discuss my banking needs and explore options that can help me grow financially. I believe in planning for a brighter future."""
0.0,м,1.0,,1.0,0.0,0.0,,adequate,365.8859494665898,,0.0,,634488.1118412047,осн,дом,1.0,717.5083353403448,35-44,,0,"""Hello! As a high-income male, I’m pleased to be here discussing my financial options. I have several plans in mind and wanted to finalize the necessary steps for my loan approval. I believe we can accomplish great things together, paving the way for future success!"""
0.0,ж,,3.0,0.0,,0.0,84765.26496797774,paucity,305.8859494665898,1.0,0.0,,,осн,,3.0,753.5083353403448,55-64,0.0,1,"""I'm Sarah, and I’ve been struggling to make ends meet lately. My job doesn’t pay much, and I find myself in a bit of a financial mess. I hope to get back on track soon, but right now, things are quite overwhelming for me."""
0.0,,3.0,,1.0,0.0,,254765.2649679777,lacking,365.8859494665898,0.0,0.0,0.0,324488.1118412047,втор,дом,2.0,752.5083353403448,45-54,1.0,0,"""We’re Chris and Alex, enjoying a high, comfortable income. Our pre-approved loan offers great assurance, allowing us to move forward with ease. We look forward to exploring potential opportunities that fit our financial strategies."""
,м,3.0,2.0,1.0,0.0,,124765.26496797774,mean,,1.0,0.0,0.0,184488.11184120472,инвест,,2.0,634.5083353403448,45-54,0.0,0,"""Hello! I’m a successful entrepreneur with a high income, seeking a loan for an investment opportunity. I’m confident in my financial standing and look forward to discussing how we can work together to make this happen."""
0.0,м,1.0,1.0,1.0,0.0,0.0,474765.26496797777,enormous,365.8859494665898,1.0,0.0,0.0,654488.1118412047,осн,,2.0,,65-74,0.0,0,"""Hey there! I’m a male with a low income, and I’m focused on repaying my loan. Life has its ups and downs, but I’m committed to making this work. I appreciate your support in helping me through this process."""
0.0,,3.0,1.0,1.0,0.0,0.0,254765.2649679777,midsized,,0.0,,0.0,444488.1118412047,осн,дом,1.0,891.5083353403448,45-54,1.0,0,"""Hello! I identify as non-binary and have a medium income. I’m here to discuss my banking needs and explore options that align with my values. I believe in making informed financial decisions and would love your guidance on the best path forward."""
0.0,,3.0,3.0,1.0,0.0,0.0,,Absence of activity,365.8859494665898,,0.0,,,осн,,4.0,699.5083353403448,65-74,0.0,1,"""Greetings! We’re a couple looking to secure a loan, but we’re currently facing some financial uncertainties. We’re hopeful for a positive outcome, yet we’re aware of the challenges ahead. It’s a bit overwhelming, but we’re committed to finding a way to manage our situation."""
1.0,,3.0,0.0,1.0,0.0,0.0,514765.26496797777,skimpy,,,0.0,0.0,694488.1118412047,осн,дом,2.0,,25-34,1.0,0,"""Hi there! We’re a successful couple, enjoying the fruits of our hard work. With a solid financial foundation, we’re here to explore investment opportunities and loans that can help us grow even further. We’re excited to see what options you have for us!"""
0.0,,3.0,,,0.0,0.0,,not dinky,365.8859494665898,0.0,0.0,0.0,494488.1118412047,осн,дом,2.0,,45-54,,0,"""Hi there! We’re a successful couple with a comfortable lifestyle. Our financial stability allows us to explore new opportunities, and we’re excited to discuss potential investments or loans that can help us grow. We look forward to your expertise in navigating this process."""
